BirthYear,Sex,LicenseYear,CarBrand,CarType,CarYear,CarEngine,EngineCap,CarValue,AssistanceYears,Accidents,NextAccident
1983,0,15.2439,3,2,2009,1768,244,69550,11.9952,2,0
1962,0,34.4862,2,2,2013,1846,178,68950,21.5747,3,0
1959,0,16.0769,2,2,2006,1486,118,33050,8.8298,2,0
1991,1,3.2487,6,1,2010,2110,160,58500,2.3324,2,0
1980,1,21.9912,3,3,2008,1868,214,31400,16.8266,0,0
1991,0,3.8318,1,1,2010,1920,220,52050,1.4161,1,0
1994,1,7.497,2,3,2010,1552,92,47100,2.1658,3,0
1968,0,27.8222,3,3,2009,1510,135,50100,27.5723,1,1
1995,1,5.5811,6,1,2009,2086,166,71650,0.1666,2,0
1969,0,16.9932,8,2,2006,1464,96,31600,2.499,1,0
1987,0,8.7465,7,3,2012,1412,124,53600,5.3312,0,0
1950,1,30.4045,3,3,2009,1560,134,56850,10.9956,2,0
1989,0,5.3312,3,1,2013,1620,116,60100,3.1654,0,0
1989,0,5.6644,1,1,2009,1966,198,74550,3.332,2,0
1979,0,13.0781,4,4,2012,1948,235,59100,2.1658,0,1
1994,0,4.6648,8,3,2013,1152,103,54100,0.1666,1,0
1963,0,31.4041,9,1,2010,1726,179,65750,13.4946,0,0
1971,1,19.8254,2,3,2007,1268,141,34250,15.4938,0,0
1979,0,11.4954,5,1,2013,1712,159,69400,6.9972,2,0
1975,0,18.7425,4,3,2013,1514,107,54000,15.2439,1,0
1982,1,15.2439,3,3,2003,1412,116,35550,6.4141,2,0
1970,1,16.1602,9,2,2010,1294,95,70200,9.163,0,0
1969,1,31.8206,2,3,2013,1724,140,72600,9.8294,2,0
1968,1,27.9055,4,3,2010,1478,110,57350,12.0785,2,0
1989,1,9.2463,3,3,2008,1454,136,31800,5.1646,0,1
1964,0,14.994,2,2,2004,1178,84,32750,10.829,2,0
1975,1,20.7417,3,2,2012,1612,153,50250,14.0777,1,0
1983,0,7.9135,8,4,2006,1612,120,35850,2.6656,0,0
1989,1,9.0797,3,2,2012,1586,121,53950,1.4161,1,0
1982,1,12.3284,2,2,2006,1760,226,31650,5.7477,0,0
1964,1,20.4918,1,3,2013,1258,144,67050,12.4117,1,0
1982,0,13.7445,1,2,2004,1154,87,34850,3.0821,0,1
1993,1,5.0813,2,2,2012,1114,101,74400,3.1654,4,0
1988,0,12.4117,2,2,2003,1244,140,32950,2.9988,0,1
1986,1,7.6636,1,3,2007,1102,80,35750,4.5815,0,0
1992,1,8.1634,7,2,2011,1136,98,66700,6.8306,0,0
1973,1,22.9075,4,3,2009,1308,132,54350,13.328,0,1
1981,1,11.4121,4,3,2013,1430,93,43150,5.9143,0,1
1990,0,1.8326,2,2,2012,1522,111,69450,1.3328,1,0
1990,1,1.3328,4,3,2004,1432,134,30950,0.2499,1,0
1983,0,15.5771,2,2,2011,1550,129,48600,10.4125,1,0
1981,1,16.66,9,2,2007,1820,176,34150,7.9135,0,0
1986,1,5.4978,4,3,2008,1138,81,30500,2.5823,0,0
1955,0,21.658,2,3,2011,1290,134,69000,10.1626,1,0
1994,1,4.9147,7,2,2013,1346,147,58400,3.332,0,0
1949,0,43.6492,1,3,2011,1214,137,56700,26.9059,0,0
1995,0,3.1654,6,3,2001,1420,148,33050,1.2495,1,1
1991,1,6.3308,3,2,2011,1524,124,47850,4.0817,0,0
1956,0,22.7409,9,4,2013,1946,203,53150,19.9087,2,1
1979,1,16.3268,2,3,2000,1730,121,32400,0.4165,3,0
1977,0,19.159,5,3,2009,1160,96,68700,3.332,1,0
1974,0,2.9155,4,2,2009,1816,198,53650,1.8326,1,0
1995,0,3.9151,2,2,2011,1356,121,70350,0.5831,1,0
1992,1,8.8298,4,3,2006,1570,113,39750,4.2483,0,1
1979,1,8.8298,3,3,2010,1870,156,58650,7.9135,0,0
1994,1,4.165,9,1,2011,1798,216,62200,1.2495,0,0
1978,0,8.8298,1,1,2011,2122,221,63750,0.2499,0,0
1983,0,9.4962,1,3,2011,1612,148,63950,2.9988,2,1
1967,0,19.8254,3,4,2012,2230,140,52650,11.3288,1,0
1988,0,6.5807,2,3,2007,1622,156,39350,3.5819,2,0
1974,0,8.4966,3,3,2012,1168,102,54250,5.4145,1,1
1981,0,18.326,3,1,2005,2132,188,32050,13.5779,1,0
1968,1,13.5779,8,3,2009,1598,118,60250,12.6616,0,0
1968,1,30.2379,4,2,2010,1496,137,50100,25.1566,3,0
1986,0,8.2467,3,2,2010,1526,115,68350,3.8318,2,0
1989,1,9.6628,5,3,2010,1992,141,76100,1.5827,1,0
1970,0,20.2419,3,3,2006,1490,137,30200,4.3316,0,0
1982,1,7.497,3,2,2011,1956,236,53050,4.6648,0,0
1988,0,8.9964,4,3,2008,1242,95,32800,1.9159,1,0
1966,1,12.1618,2,2,2005,1550,114,30950,4.998,1,1
1971,0,21.9079,3,1,2011,2122,212,61850,5.1646,2,0
1995,1,5.831,4,3,2002,1628,140,33700,0.7497,1,1
1973,1,18.326,1,3,2009,1298,107,53050,4.9147,2,0
1969,1,15.4105,4,3,2008,1350,145,30850,10.6624,0,0
1976,0,8.7465,3,1,2013,2084,206,59650,6.9139,2,0
1990,0,6.3308,5,2,2013,1192,99,56150,5.4145,1,0
1990,1,8.1634,2,2,2012,1138,85,46950,3.5819,2,0
1981,0,12.4117,1,3,2013,1242,135,40850,6.9972,1,0
1993,0,7.9968,5,3,2010,1446,106,41900,3.7485,0,1
1982,1,8.0801,9,3,2007,1646,165,37700,3.332,1,0
1974,1,21.658,4,2,2011,1412,110,56700,16.8266,3,0
1990,1,9.5795,4,3,2006,1568,144,37850,4.2483,0,0
1987,1,6.8306,2,4,2005,2156,315,32200,3.1654,1,0
1982,1,15.827,4,2,2013,1842,210,77600,10.9956,1,0
1982,1,12.2451,5,3,2012,1152,82,42800,6.4141,1,1
1963,1,32.7369,4,2,2012,1336,106,44800,24.7401,1,0
1973,0,20.4085,1,3,2011,1224,133,58400,10.0793,1,0
1958,1,9.163,3,2,2012,1240,91,45200,2.2491,0,0
1978,1,17.0765,1,3,2004,1602,250,35100,3.2487,1,0
1992,1,7.7469,2,4,2006,1774,194,35650,5.7477,3,0
1954,1,19.7421,5,3,2012,1768,164,54400,9.5795,2,0
1991,1,6.2475,3,3,2011,1596,134,65650,2.9988,1,0
1986,1,10.2459,2,3,2012,1228,129,68000,7.3304,3,0
1957,0,27.489,4,3,2013,1406,95,59150,12.1618,1,0
1981,0,6.8306,9,1,2001,1866,234,35900,3.8318,1,0
1984,1,7.3304,1,3,2009,1118,93,45600,3.6652,0,1
1989,0,7.6636,2,2,2000,1728,112,35050,5.4978,0,0
1960,1,32.7369,1,3,2010,1408,117,57250,27.1558,0,0
1993,1,3.5819,2,4,2006,1736,136,31350,3.2487,0,1
1976,0,13.328,5,2,2010,1670,174,42850,8.7465,1,0
1979,1,8.4966,5,1,2007,1780,145,31650,4.4982,3,0
1951,1,29.9047,5,3,2002,1876,150,30550,8.5799,0,0
1987,1,5.0813,2,3,2003,1762,159,33050,4.3316,0,0
1980,0,10.4125,4,1,2009,1728,127,40450,5.1646,2,0
1991,1,5.9976,2,4,2012,1916,249,71950,3.9984,0,0
1958,0,39.8174,3,3,2006,1722,123,35450,31.9872,2,0
1993,1,4.8314,1,4,2010,1744,221,50000,1.4161,0,1
1986,0,5.9976,4,2,2009,1506,114,55000,5.4978,0,0
1987,1,8.7465,8,3,2008,1630,125,32900,8.2467,1,0
1955,0,22.491,1,3,2008,1692,256,33950,0.5831,1,0
1984,0,7.5803,2,3,2009,1572,101,48500,5.9976,0,0
1968,0,12.9948,9,2,2010,1404,127,48350,0.6664,0,0
1971,0,27.0725,8,2,2011,1344,119,64650,19.0757,1,0
1988,1,8.4133,8,3,2011,1210,131,71650,1.9159,0,1
1991,1,5.1646,5,3,2010,1608,155,42950,0.6664,1,0
1983,1,11.0789,4,3,2003,1392,101,30600,1.5827,4,0
1979,0,11.0789,3,3,2013,1404,107,67850,9.4129,1,0
1978,1,15.4105,3,3,2006,1342,141,30400,1.9159,0,0
1981,1,11.9119,4,4,2013,1978,133,63850,2.8322,0,0
1981,1,13.9944,5,3,2011,1908,279,60700,5.0813,0,0
1982,0,15.7437,1,1,2012,1728,194,44500,7.0805,0,0
1975,1,1.4994,2,2,2013,1666,131,41750,0.5831,0,0
1989,1,1.5827,4,2,2012,1130,82,61000,0.9996,2,0
1987,1,12.9115,2,2,2006,1556,96,33000,7.6636,1,0
1969,1,7.8302,8,3,2012,1644,215,50950,2.0825,2,0
1989,0,6.5807,8,2,2009,1364,107,63800,2.4157,1,0
1971,0,10.7457,3,4,2012,2036,253,51950,4.8314,0,0
1976,0,7.1638,3,2,2011,1414,127,66350,2.5823,0,0
1971,0,18.326,3,1,2012,1970,160,67300,2.1658,1,1
1953,1,20.3252,8,3,2013,1518,103,63750,10.9956,1,0
1994,1,1.9159,4,4,2013,1788,149,43000,1.4161,1,0
1991,0,7.2471,9,4,2007,1650,167,32600,4.3316,3,0
1985,1,10.9123,4,3,2006,1142,88,30850,5.0813,0,0
1986,1,10.2459,1,2,2011,1388,106,52500,3.0821,1,0
1974,1,12.0785,9,3,2011,1640,199,59650,11.2455,2,0
1993,1,3.5819,3,2,2012,1328,92,53400,2.1658,1,0
1953,0,36.3188,1,2,2012,1276,124,63650,22.9908,2,0
1968,1,25.6564,3,3,2012,1350,147,60200,20.6584,2,0
1985,1,10.5791,7,3,2012,1448,106,57200,2.3324,3,0
1988,0,7.1638,1,2,2012,1542,147,58350,2.7489,0,0
1987,0,7.8302,8,4,2011,1704,248,54000,4.998,2,0
1989,1,11.8286,2,3,2002,1130,87,34700,1.4994,0,0
1995,1,3.9151,8,3,2009,1868,198,65250,1.7493,0,0
1966,1,14.4942,3,2,2013,1466,124,60950,5.7477,0,0
1978,1,16.1602,3,2,2010,1214,103,57350,4.4982,1,0
1967,1,9.7461,9,3,2006,1272,119,33000,7.9135,0,0
1971,1,17.3264,4,2,2008,1710,244,36050,13.0781,1,1
1991,1,4.0817,1,1,2008,1988,128,36450,1.4994,1,1
1961,1,23.0741,3,2,2009,1532,148,69700,10.9956,2,0
1969,1,4.3316,9,2,2012,1272,148,59600,0.9163,0,0
1977,0,19.9087,3,1,2011,1668,131,58200,6.2475,2,0
1965,1,16.0769,1,3,2011,1532,121,50000,5.5811,2,0
1971,0,22.9075,5,2,2007,1374,134,30700,10.3292,1,0
1988,0,8.8298,8,4,2009,1808,121,75700,5.9976,3,0
1982,1,15.827,4,3,2010,1420,109,52900,10.9956,2,1
1979,0,11.2455,3,3,2005,1196,100,36150,3.2487,0,0
1971,1,6.4141,3,4,2013,1724,133,65600,4.5815,0,0
1990,0,5.1646,4,4,2012,1870,188,58300,1.9159,0,0
1957,1,36.2355,3,2,2011,1676,160,44100,30.2379,1,1
1973,0,15.7437,3,1,2010,1926,170,56450,3.4986,2,0
1979,1,11.7453,2,2,2006,1518,144,31350,8.2467,0,1
1982,0,11.5787,3,2,2007,1256,120,32700,2.4157,1,0
1986,1,14.0777,6,3,2011,1786,137,44200,9.4129,2,1
1982,1,5.7477,3,2,2012,1106,83,56900,4.7481,1,1
1976,0,11.5787,9,1,2008,1620,144,32350,9.3296,0,1
1984,1,10.4958,2,1,2013,2068,150,55350,6.2475,1,0
1973,0,15.3272,5,4,2013,1936,147,55200,12.0785,1,0
1979,1,14.8274,4,3,2003,1918,186,30450,5.0813,2,0
1977,0,21.0749,3,4,2013,1648,191,64100,4.4149,0,0
1975,1,16.9099,3,3,2008,1564,129,37450,10.5791,1,1
1977,0,17.1598,1,1,2013,1796,119,69550,15.827,4,0
1984,1,10.5791,8,2,2009,1442,102,59000,2.8322,0,1
1979,1,7.7469,1,2,2010,1460,119,50000,3.6652,2,0
1989,0,1.0829,5,4,2013,1814,187,44200,0,2,0
1965,1,28.0721,2,2,2012,1334,125,65000,9.0797,4,0
1979,1,10.4125,2,2,2010,1144,78,72900,4.3316,0,0
1991,1,5.7477,4,3,2012,1440,106,50600,1.7493,0,0
1981,0,5.1646,3,4,2011,1744,257,65450,0.4998,2,0
1969,1,31.0709,5,3,2012,1346,125,52250,27.2391,3,0
1973,0,17.493,4,2,2009,1240,132,48600,10.0793,2,0
1993,1,8.0801,8,4,2008,1906,175,32800,2.0825,0,0
1992,1,7.0805,4,3,2011,1588,147,77900,0.6664,0,0
1985,0,10.6624,8,2,2012,1116,88,54000,4.4149,0,0
1980,0,11.9119,2,4,2006,1794,145,31400,9.6628,2,1
1962,0,26.7393,8,3,2013,1472,114,75650,2.4157,0,0
1954,1,26.9059,4,2,2013,1352,106,44150,24.99,1,0
1989,1,9.6628,3,2,2010,1552,95,49450,2.3324,0,0
1964,1,25.1566,4,4,2010,1860,181,58600,21.658,3,0
1970,1,13.8278,5,2,2011,1502,123,54200,2.9988,1,0
1994,1,2.8322,6,4,2005,1608,165,30400,0.9996,1,0
1975,1,3.7485,9,2,2008,1508,96,35750,2.0825,0,0
1968,1,32.2371,4,3,2013,1706,225,52100,23.324,1,0
1969,1,11.4121,2,1,2012,1794,167,70700,7.6636,0,1
1989,1,3.6652,2,1,2013,1900,213,56500,2.8322,1,0
1989,1,6.9139,2,2,2009,1428,126,63650,4.165,1,0
1973,1,6.8306,9,2,2006,1870,136,30650,4.4149,0,0
1995,1,1.8326,3,4,2010,1806,180,58650,0.833,0,1
1987,0,5.9143,5,3,2009,1396,123,60950,4.8314,1,0
1957,1,26.656,4,3,2011,1320,108,53450,18.9924,0,1
1985,1,7.9968,3,2,2012,1136,96,67000,2.9988,3,0
1995,1,2.9988,5,2,2002,1108,105,34550,2.2491,0,0
1995,1,3.2487,3,2,2009,1336,122,48100,2.499,0,1
1977,1,8.4133,2,4,2013,1968,188,80000,1.2495,1,0
1988,0,8.7465,7,4,2009,1920,153,68550,5.6644,0,0
1968,0,31.4874,4,2,2007,1446,116,32050,2.5823,1,0
1976,1,14.4942,3,3,2012,1844,111,53150,9.4129,0,0
1992,0,1.8326,5,4,2013,1870,169,65000,0.9163,1,0
1979,0,18.5759,6,1,2009,1908,234,54800,5.3312,0,0
1984,1,12.7449,5,3,2012,1978,194,61800,6.9139,0,0
1992,1,7.9135,2,3,2011,1842,227,56950,4.6648,1,0
1969,1,16.7433,1,2,2011,1346,110,46050,14.7441,1,0
1974,1,11.4954,5,3,2003,1240,138,36800,6.4974,1,0
1977,1,16.8266,4,1,2001,1694,128,38550,12.0785,0,0
1972,1,13.8278,9,2,2009,1674,182,51550,5.2479,0,0
1995,0,0.9163,4,2,2006,1180,99,39600,0.6664,2,0
1969,0,8.9964,1,1,2013,2142,128,56650,3.5819,1,0
1962,1,8.6632,3,3,2010,1892,140,67150,5.5811,1,0
1993,1,4.998,9,4,2008,1784,224,30150,0.9996,1,1
1983,1,8.8298,3,3,2010,1380,124,58250,4.998,0,0
1988,0,6.5807,5,2,2004,1322,108,33700,4.8314,2,1
1971,1,19.4089,4,3,2003,1120,85,30250,3.6652,2,1
1977,0,12.495,3,1,2004,2024,147,31950,8.4966,1,0
1986,0,11.5787,2,3,2012,1486,139,48250,2.4157,1,0
1986,1,12.5783,5,2,2012,1426,94,44450,0.833,2,0
1971,1,16.4101,3,2,2005,1216,149,32950,11.1622,2,0
1987,1,12.9115,5,3,2008,1254,126,33650,3.2487,3,0
1984,1,7.7469,4,2,2008,1720,291,32450,3.7485,1,0
1963,1,3.8318,9,4,2011,2180,168,62200,3.1654,2,1
1969,1,17.493,9,2,2012,1528,137,57050,4.7481,0,0
1994,1,0.3332,1,1,2012,1868,115,42850,0.1666,0,0
1980,1,15.3272,5,3,2009,1382,107,56550,7.5803,0,0
1952,1,21.3248,2,2,2013,1660,118,72200,14.4942,0,0
1977,0,14.4109,1,4,2012,1952,236,71950,4.2483,0,0
1994,1,4.998,7,1,2010,1916,119,78000,2.4157,0,0
1983,0,9.996,8,1,2011,2012,151,47050,7.2471,0,0
1959,0,36.9852,1,2,2010,1568,135,59950,25.2399,1,0
1954,1,30.4045,4,1,2006,1946,223,30800,8.7465,1,0
1979,0,13.9111,5,3,2009,1708,224,57950,7.4137,0,0
1960,1,23.2407,4,1,2011,2160,130,56350,10.0793,0,0
1960,1,24.9067,2,4,2013,2378,141,55400,8.1634,0,0
1971,0,7.3304,4,1,2012,2162,226,64600,5.4978,1,0
1983,0,14.994,4,3,2012,1486,94,48900,13.9944,1,0
1986,1,10.2459,9,1,2008,2028,193,35000,7.8302,0,0
1992,1,5.9143,4,2,2013,1414,111,68550,1.5827,0,0
1966,1,17.2431,1,3,2012,1426,119,49950,9.6628,0,0
1987,1,4.4982,4,2,2009,1696,180,67000,3.0821,1,0
1966,1,8.4966,4,2,2009,1338,121,74850,3.1654,0,0
1973,1,4.6648,1,3,2001,1322,124,38250,0.4998,0,0
1991,1,7.2471,3,2,2013,1708,238,56900,5.4145,1,0
1967,0,9.5795,3,2,2012,1682,182,49850,8.0801,1,0
1982,1,9.996,4,3,2008,1296,98,32850,4.7481,1,0
1979,1,20.9916,2,3,2012,1480,144,42850,10.7457,0,0
1990,0,8.7465,3,4,2010,2218,124,66650,5.6644,3,1
1974,0,17.1598,4,3,2013,1192,104,74400,5.3312,1,0
1986,1,9.4962,2,1,2013,1986,154,42450,2.0825,0,0
1980,1,12.9948,8,2,2010,1310,114,41950,8.5799,3,0
1991,0,3.0821,4,3,2002,1322,98,31600,1.3328,1,0
1989,0,4.6648,4,1,2006,1912,131,38450,2.1658,0,0
1964,0,26.5727,8,1,2011,1948,218,65200,4.4149,2,0
1972,1,20.3252,5,2,2009,1526,126,53850,11.2455,2,0
1973,1,22.0745,5,3,2009,2054,125,69750,4.0817,2,0
1986,1,10.0793,1,3,2004,1310,111,30650,8.4133,0,0
1979,1,14.0777,5,3,2009,2390,160,57650,2.6656,2,0
1983,1,6.9139,3,3,2013,1686,142,67150,2.1658,2,0
1983,1,6.1642,4,2,2010,1160,105,44350,2.3324,1,0
1980,1,17.7429,2,3,2007,1386,119,31450,10.6624,1,1
1977,0,13.0781,1,4,2012,1836,164,47750,11.3288,2,0
1984,1,15.9936,5,3,2011,1458,139,50450,12.495,0,0
1967,1,27.5723,5,2,2007,1564,104,33900,21.4081,1,0
1983,1,11.4954,8,3,2012,1686,113,67700,0.4998,0,0
1991,1,10.2459,1,4,2012,1994,222,54600,1.666,1,1
1990,0,6.664,3,3,2013,1168,80,43900,2.4157,1,0
1989,1,10.9123,2,2,2001,1594,94,30850,6.5807,2,0
1966,1,10.4125,4,2,2012,1862,151,51600,1.3328,0,0
1966,0,15.2439,2,1,2011,1998,153,55600,10.7457,0,0
1993,1,4.6648,2,1,2013,1920,149,67750,1.3328,1,0
1966,1,16.4101,3,3,2010,1464,123,65700,12.2451,3,0
1980,1,12.3284,4,3,2013,1552,101,67150,11.8286,2,0
1972,0,13.9111,3,1,2011,2016,166,53050,10.829,1,0
1970,1,6.2475,3,3,2009,1376,104,55400,5.1646,1,0
1951,1,36.4854,6,2,2006,1482,127,36450,12.8282,2,0
1994,0,3.6652,5,2,2013,1184,86,40350,1.4994,0,0
1990,1,8.4966,5,3,2008,1824,212,34050,3.1654,0,0
1970,1,19.9087,2,2,2013,1660,239,58000,15.9936,0,1
1963,0,28.9884,2,1,2011,1880,177,70950,23.8238,0,1
1990,1,5.4145,9,3,2009,1444,135,69500,4.9147,0,0
1948,1,18.0761,4,3,2009,1310,96,46850,4.9147,1,0
1987,1,13.2447,3,1,2007,1640,111,32750,5.6644,1,1
1979,0,14.4109,7,4,2013,1982,210,61950,9.6628,2,0
1967,0,13.5779,4,3,2003,1800,114,32800,4.4149,0,0
1990,1,9.5795,2,3,2010,1836,227,59300,4.165,2,0
1953,1,36.3188,2,3,2000,1430,139,32850,16.4934,1,0
1979,1,11.2455,1,1,2013,1968,141,55900,9.2463,1,0
1962,0,16.2435,4,4,2007,1664,130,32800,3.5819,1,0
1986,1,10.4958,5,2,2009,1144,100,42200,4.4982,0,0
1993,1,5.5811,3,2,2006,1204,91,30700,4.0817,1,0
1988,1,6.9139,8,3,2011,1468,123,58750,1.5827,0,0
1991,1,7.1638,4,2,2012,1182,75,42400,2.9155,0,0
1973,0,24.5735,2,2,2009,1826,157,44400,20.9916,3,0
1975,0,6.4974,2,3,2007,1418,95,35000,0.2499,2,0
1964,1,11.2455,3,3,2009,1562,110,72050,2.9155,2,1
1988,1,7.7469,4,2,2004,1186,98,34450,7.7469,1,1
1986,1,7.4137,1,2,2010,1542,120,53100,0.2499,3,0
1987,0,11.8286,8,3,2011,1496,93,51000,7.9968,0,1
1982,1,19.6588,9,3,2009,1160,78,51350,6.0809,2,0
1972,1,22.491,3,4,2012,1712,162,73450,2.2491,1,0
1961,1,28.2387,9,2,2011,1164,85,44550,23.2407,0,0
1966,1,14.4942,8,2,2008,1712,229,34400,3.2487,0,0
1980,1,9.4129,9,2,2008,1694,153,34450,4.5815,2,0
1969,1,19.9087,8,2,2012,1424,110,49250,14.994,2,0
1959,0,13.1614,4,4,2010,2128,172,63300,12.9115,1,1
1983,0,7.9968,8,2,2012,1404,117,42300,3.5819,2,0
1983,1,2.2491,9,4,2010,1816,176,50850,1.2495,2,0
1995,1,4.4982,8,3,2004,1402,97,32650,1.9159,0,0
1974,0,14.994,3,4,2013,2156,194,47700,2.0825,0,0
1979,1,9.8294,9,3,2010,1710,211,46300,8.8298,2,0
1986,0,6.3308,2,4,2006,1796,247,32100,2.2491,0,1
1958,0,37.485,8,2,2009,1150,77,42800,27.2391,1,0
1993,1,3.5819,2,2,2011,1614,239,59100,2.0825,0,0
1979,1,3.8318,8,3,2013,1674,186,68900,3.4153,1,0
1981,1,12.1618,2,3,2007,1328,111,30150,7.5803,0,0
1966,0,5.2479,8,2,2013,1498,149,75200,4.0817,2,0
1974,0,1.666,2,3,2002,1668,202,31450,0.4998,0,0
1979,1,18.5759,5,2,2011,1350,92,53550,10.2459,2,1
1972,1,23.8238,5,3,2009,1468,136,64050,17.0765,1,0
1980,1,15.0773,8,3,2011,1444,92,60350,4.5815,0,0
1995,1,5.4978,8,4,2013,2370,135,63700,2.499,1,1
1985,0,11.8286,3,2,2005,1254,111,36050,9.0797,0,0
1979,1,17.493,4,4,2012,1788,181,79250,10.6624,1,0
1989,0,4.998,3,1,2011,2394,234,64750,4.2483,2,0
1977,0,15.1606,5,1,2012,1962,234,66000,7.8302,3,0
1977,1,13.1614,1,2,2012,1532,95,54550,9.7461,1,0
1985,0,15.7437,5,3,2013,1136,101,52050,4.4149,2,0
1986,0,10.1626,3,2,2010,1314,95,46050,4.8314,1,0
1985,1,8.9964,3,2,2012,1764,113,54400,0.6664,0,0
1963,0,28.1554,3,4,2009,1864,200,51400,6.4141,0,0
1993,1,6.3308,4,2,2010,1854,158,50600,0.833,0,0
1962,0,14.7441,9,3,2010,1416,102,68550,12.9948,2,0
1969,1,24.157,1,3,2007,1252,127,32700,8.6632,3,0
1980,1,14.8274,4,3,2011,1200,105,52800,9.4129,2,0
1970,0,12.8282,8,3,2013,1394,101,41100,12.6616,1,0
1987,1,8.5799,3,3,2009,1452,110,60400,2.2491,1,0
1979,1,6.0809,1,2,2012,1166,84,44200,2.7489,2,0
1958,1,41.1502,8,2,2008,1606,181,33400,34.3196,5,1
1983,1,14.9107,2,3,2012,1666,196,63900,5.4978,0,0
1957,1,35.5691,5,2,2009,1706,145,60050,19.7421,1,1
1982,1,9.4962,5,3,2009,1654,156,67400,2.1658,1,0
1970,1,25.6564,4,2,2013,1486,122,46050,17.4097,0,1
1953,1,25.9063,9,2,2012,1494,115,66800,10.9956,0,0
1976,1,21.0749,5,2,2012,1668,183,64500,7.9968,2,0
1973,1,4.0817,6,4,2012,1990,163,51550,1.666,2,0
1986,1,12.0785,5,3,2011,1668,111,47400,5.9143,1,0
1979,1,15.4938,5,2,2012,1554,117,40200,9.9127,0,0
1964,0,7.9135,1,1,2009,2162,174,59650,5.4145,2,0
1973,0,16.1602,4,2,2013,1756,132,53400,1.9992,1,0
1978,1,15.7437,3,2,2011,1514,95,60100,2.8322,2,0
1991,0,4.165,8,1,2013,1954,111,66150,0.9996,0,1
1976,1,13.9111,5,2,2004,1710,211,35250,5.4145,3,0
1983,1,4.7481,3,2,2013,1592,114,42550,2.2491,1,0
1985,1,12.1618,9,2,2010,1476,116,54700,7.1638,2,0
1990,0,6.664,9,4,2011,1870,149,65550,3.332,1,0
1969,1,28.1554,4,2,2012,1142,83,61650,27.0725,0,0
1989,0,4.2483,9,2,2009,1432,149,51450,2.499,0,0
1981,1,2.3324,8,1,2008,1766,114,37550,1.9159,0,1
1980,1,11.8286,9,3,2009,1120,95,49050,9.9127,1,0
1968,1,27.5723,9,3,2011,1612,195,73400,11.9952,2,1
1990,0,5.2479,3,1,2012,2058,137,49200,2.6656,2,0
1984,1,15.1606,1,2,2011,1452,103,53150,8.6632,0,0
1994,0,3.6652,3,1,2010,1968,127,56600,3.1654,0,0
1966,0,33.32,4,1,2009,2070,251,58700,24.4902,0,0
1985,1,14.994,8,2,2011,1664,146,48050,8.7465,1,0
1984,0,10.1626,5,1,2013,1948,148,44800,0.4998,2,0
1972,0,2.1658,3,2,2012,1874,190,61900,0.1666,2,0
1966,0,17.2431,3,2,2004,1556,104,36900,12.6616,4,0
1970,1,15.5771,2,2,2011,1284,102,60700,14.3276,1,0
1968,0,12.5783,3,3,2011,1166,95,64950,4.2483,2,0
1995,0,5.0813,1,4,2011,2286,116,64600,1.9159,0,0
1953,0,12.1618,4,4,2011,2040,180,58050,6.9972,0,0
1972,1,8.7465,3,2,2010,1584,101,61450,6.7473,3,1
1994,1,2.4157,4,3,2013,1496,95,79150,1.2495,2,1
1993,1,4.0817,7,3,2005,1752,177,33200,1.8326,2,0
1978,0,13.0781,1,1,2005,1868,186,32200,3.8318,0,0
1986,1,13.328,4,2,2005,1214,119,34000,7.6636,0,0
1957,0,31.1542,4,2,2013,1352,127,55350,14.7441,2,0
1975,1,22.3244,3,3,2011,1480,111,55600,8.1634,1,0
1976,0,2.9155,8,2,2009,1186,100,57350,2.6656,2,0
1970,0,22.6576,8,1,2009,1792,147,63000,18.6592,0,0
1973,0,19.6588,3,2,2013,1310,105,53250,16.1602,0,0
1968,1,17.1598,4,2,2010,1698,276,73000,3.7485,0,0
1968,0,8.4133,3,3,2011,1148,76,72500,4.998,1,0
1978,1,11.4121,2,1,2010,1618,146,40200,5.1646,1,1
1969,0,20.0753,9,2,2011,1214,112,65100,15.1606,1,0
1958,1,25.4065,3,2,2010,1456,118,71300,11.662,2,0
1950,0,44.2323,5,2,2013,1482,95,59750,38.5679,0,0
1979,1,15.5771,3,3,2012,1290,107,52100,11.0789,1,0
1968,0,13.4946,8,4,2010,1868,150,56500,9.4962,1,0
1968,1,20.9083,9,3,2013,1410,95,64000,2.9988,2,0
1982,0,6.9139,1,2,2010,1456,136,71900,3.2487,1,0
1980,1,12.0785,4,1,2013,1620,172,45150,6.8306,2,0
1993,0,3.9151,9,4,2013,1634,153,62950,0.6664,0,0
1995,0,0.4165,6,2,2007,1394,94,38250,0.3332,2,0
1976,1,16.5767,4,3,2011,1816,233,52450,9.8294,0,0
1983,1,8.9964,4,3,2012,1234,133,48500,2.499,1,1
1993,0,7.1638,9,2,2010,1402,122,55400,1.4994,2,0
1977,0,11.4121,5,3,2009,1426,112,48800,4.0817,1,1
1994,1,7.9135,5,2,2004,1420,92,31950,3.6652,1,0
1972,1,26.1562,5,3,2009,1626,206,63000,5.6644,2,0
1991,0,5.6644,8,4,2013,1650,148,49050,5.0813,1,0
1981,1,10.2459,9,3,2006,1630,270,33300,5.9143,3,0
1992,1,2.2491,7,2,2009,1414,133,63800,0.5831,1,0
1980,1,19.9087,3,3,2010,1166,94,45850,10.9123,2,0
